"id","user_id","address_line","city","postal_code"
"76","76","Jl Pahlawan No 961","Padang","37390"
"77","77","Jl Sudirman No 304","Malang","42387"
"78","78","Jl Sisingamangaraja No 159","Medan","97728"
"79","79","Jl Merdeka No 463","Medan","11187"
"80","80","Jl Thamrin No 614","Medan","40185"
"81","81","Jl Juanda No 180","Palembang","97847"
"82","82","Jl Asia Afrika No 170","Pekanbaru","54403"
"83","83","Jl Sisingamangaraja No 626","Tasikmalaya","28845"
"84","84","Jl Sudirman No 902","Bandung","87565"
"85","85","Jl Juanda No 497","Bogor","53113"
"86","86","Jl Asia Afrika No 803","Cirebon","72536"
"87","87","Jl Juanda No 409","Cilacap","84352"
"88","88","Jl Sudirman No 532","Manado","63457"
"89","89","Jl Asia Afrika No 747","Palembang","08058"
"90","90","Jl Thamrin No 252","Jayapura","90777"
"91","91","Jl Thamrin No 779","Bogor","91900"
"92","92","Jl Sudirman No 423","Pekanbaru","70092"
"93","93","Jl Diponegoro No 582","Tasikmalaya","64309"
"94","94","Jl Asia Afrika No 221","Pontianak","17716"
"95","95","Jl Thamrin No 292","Pontianak","86199"
"96","96","Jl Sudirman No 821","Denpasar","91544"
"97","97","Jl Juanda No 474","Cilacap","19113"
"98","98","Jl Thamrin No 879","Mataram","98930"
"99","99","Jl Asia Afrika No 370","Medan","35625"
"100","100","Jl Pahlawan No 611","Cilacap","68283"
"101","101","Jl Pahlawan No 221","Cirebon","95732"
"102","102","Jl Gatot Subroto No 368","Surabaya","40323"
"103","103","Jl Diponegoro No 277","Semarang","18441"
"104","104","Jl Merdeka No 511","Malang","40437"
"105","105","Jl Sisingamangaraja No 243","Tasikmalaya","15606"
"106","106","Jl Pahlawan No 352","Yogyakarta","57606"
"107","107","Jl Merdeka No 664","Pontianak","15747"
"108","108","Jl Juanda No 758","Makassar","91552"
"109","109","Jl Sisingamangaraja No 39","Mataram","17820"
"110","110","Jl Thamrin No 762","Bandung","66505"
"111","111","Jl Diponegoro No 30","Makassar","76636"
"112","112","Jl Thamrin No 946","Medan","45210"
"113","113","Jl Asia Afrika No 39","Jayapura","27842"
"114","114","Jl Thamrin No 679","Ambon","38989"
"115","115","Jl Diponegoro No 40","Malang","38249"
"116","116","Jl Diponegoro No 606","Ambon","35798"
"117","117","Jl Asia Afrika No 862","Surabaya","39843"
"118","118","Jl Merdeka No 31","Kupang","62111"
"119","119","Jl Pahlawan No 190","Yogyakarta","68810"
"120","120","Jl Sudirman No 660","Palembang","89819"
"121","121","Jl Sisingamangaraja No 667","Kupang","22585"
"122","122","Jl Gatot Subroto No 215","Medan","31980"
"123","123","Jl Asia Afrika No 781","Bogor","94458"
"124","124","Jl Merdeka No 22","Semarang","27656"
"125","125","Jl Merdeka No 328","Padang","06052"
"126","126","Jl Sudirman No 637","Samarinda","67958"
"127","127","Jl Sudirman No 861","Bogor","30307"
"128","128","Jl Pahlawan No 368","Manado","94904"
"129","129","Jl Gatot Subroto No 76","Banjarmasin","37923"
"130","130","Jl Asia Afrika No 855","Malang","20055"
"131","131","Jl Thamrin No 932","Malang","55830"
"132","132","Jl Merdeka No 886","Padang","54865"
"133","133","Jl Pahlawan No 732","Jayapura","22168"
"134","134","Jl Thamrin No 588","Medan","89146"
"135","135","Jl Gatot Subroto No 850","Ambon","45369"
"136","136","Jl Sisingamangaraja No 620","Cirebon","43006"
"137","137","Jl Sisingamangaraja No 788","Kupang","62240"
"138","138","Jl Sudirman No 729","Padang","25532"
"139","139","Jl Asia Afrika No 894","Kupang","57900"
"140","140","Jl Juanda No 407","Tasikmalaya","36111"
"141","141","Jl Asia Afrika No 441","Makassar","58228"
"142","142","Jl Merdeka No 153","Palembang","97173"
"143","143","Jl Asia Afrika No 844","Bandung","39855"
"144","144","Jl Sudirman No 465","Mataram","87627"
"145","145","Jl Sudirman No 124","Cilacap","33890"
"146","146","Jl Merdeka No 917","Padang","15611"
"147","147","Jl Pahlawan No 647","Yogyakarta","58276"
"148","148","Jl Juanda No 793","Denpasar","17986"
"149","149","Jl Juanda No 883","Jakarta","03351"
"150","150","Jl Asia Afrika No 217","Balikpapan","05153"
"151","151","Jl Sisingamangaraja No 752","Cilacap","15194"
"152","152","Jl Asia Afrika No 226","Malang","61003"
"153","153","Jl Sisingamangaraja No 139","Samarinda","09761"
"154","154","Jl Diponegoro No 829","Balikpapan","26414"
"155","155","Jl Sudirman No 725","Malang","22008"
"156","156","Jl Gatot Subroto No 210","Manado","65262"
"157","157","Jl Pahlawan No 370","Palembang","35861"
"158","158","Jl Juanda No 842","Padang","61634"
"159","159","Jl Gatot Subroto No 114","Ambon","68157"
"160","160","Jl Diponegoro No 180","Yogyakarta","81803"
"161","161","Jl Sisingamangaraja No 511","Bogor","03390"
"162","162","Jl Gatot Subroto No 139","Pekanbaru","68374"
"163","163","Jl Sisingamangaraja No 391","Jayapura","38947"
"164","164","Jl Diponegoro No 464","Bandung","61822"
"165","165","Jl Thamrin No 327","Cirebon","06585"
"166","166","Jl Gatot Subroto No 380","Bogor","35424"
"167","167","Jl Merdeka No 806","Surabaya","21873"
"168","168","Jl Sisingamangaraja No 103","Kupang","34146"
"169","169","Jl Merdeka No 140","Pontianak","63837"
"170","170","Jl Asia Afrika No 488","Medan","18542"
"171","171","Jl Sisingamangaraja No 367","Mataram","64367"
"172","172","Jl Diponegoro No 291","Surabaya","26697"
"173","173","Jl Sudirman No 79","Jayapura","91396"
"174","174","Jl Gatot Subroto No 934","Palembang","88548"
"175","175","Jl Sudirman No 746","Manado","43480"
"176","176","Jl Diponegoro No 77","Denpasar","87785"
"177","177","Jl Thamrin No 494","Ambon","45007"
"178","178","Jl Asia Afrika No 591","Tasikmalaya","46137"
"179","179","Jl Merdeka No 853","Bandung","44133"
"180","180","Jl Thamrin No 419","Medan","13176"
"181","181","Jl Gatot Subroto No 100","Denpasar","07121"
"182","182","Jl Asia Afrika No 864","Bogor","75650"
"183","183","Jl Sisingamangaraja No 252","Mataram","68505"
"184","184","Jl Sudirman No 657","Manado","50358"
"185","185","Jl Pahlawan No 830","Manado","30828"
"186","186","Jl Thamrin No 280","Denpasar","50266"
"187","187","Jl Sudirman No 740","Palembang","74430"
"188","188","Jl Pahlawan No 892","Padang","15058"
"189","189","Jl Juanda No 223","Cirebon","92663"
"190","190","Jl Sisingamangaraja No 296","Ambon","43877"
"191","191","Jl Gatot Subroto No 884","Banjarmasin","94456"
"192","192","Jl Thamrin No 389","Kupang","09520"
"193","193","Jl Sudirman No 841","Denpasar","41055"
"194","194","Jl Pahlawan No 956","Pekanbaru","15773"
"195","195","Jl Juanda No 662","Samarinda","86821"
"196","196","Jl Diponegoro No 592","Banjarmasin","11616"
"197","197","Jl Sisingamangaraja No 113","Tasikmalaya","74237"
"198","198","Jl Asia Afrika No 429","Balikpapan","44901"
"199","199","Jl Asia Afrika No 947","Yogyakarta","34141"
"200","200","Jl Juanda No 984","Denpasar","25301"
"201","201","Jl Sisingamangaraja No 361","Jayapura","35666"
"202","202","Jl Merdeka No 82","Palembang","90620"
"203","203","Jl Diponegoro No 753","Padang","45752"
"204","204","Jl Merdeka No 376","Cirebon","68957"
"205","205","Jl Pahlawan No 531","Medan","64485"
"206","206","Jl Sudirman No 33","Padang","29068"
"207","207","Jl Thamrin No 363","Kupang","92716"
"208","208","Jl Juanda No 989","Kupang","36230"
"209","209","Jl Juanda No 161","Banjarmasin","38887"
"210","210","Jl Gatot Subroto No 411","Bandung","39698"
"211","211","Jl Sudirman No 335","Surabaya","98306"
"212","212","Jl Pahlawan No 260","Pekanbaru","34937"
"213","213","Jl Thamrin No 147","Kupang","04527"
"214","214","Jl Sudirman No 690","Bandung","16835"
"215","215","Jl Merdeka No 183","Surabaya","54498"
"216","216","Jl Sudirman No 425","Ambon","15564"
"217","217","Jl Juanda No 298","Pontianak","35164"
"218","218","Jl Thamrin No 2","Pekanbaru","00651"
"219","219","Jl Merdeka No 341","Manado","85538"
"220","220","Jl Diponegoro No 67","Bandung","01133"
"221","221","Jl Pahlawan No 161","Banjarmasin","00806"
"222","222","Jl Pahlawan No 13","Balikpapan","05317"
"223","223","Jl Merdeka No 572","Balikpapan","44197"
"224","224","Jl Asia Afrika No 12","Mataram","90019"
"225","225","Jl Gatot Subroto No 666","Tasikmalaya","35294"
"226","226","Jl Merdeka No 603","Bandung","83801"
"227","227","Jl Thamrin No 761","Yogyakarta","39586"
"228","228","Jl Sudirman No 568","Surabaya","58566"
"229","229","Jl Merdeka No 713","Malang","46674"
"230","230","Jl Diponegoro No 708","Pekanbaru","95091"
"231","231","Jl Juanda No 349","Bandung","95455"
"232","232","Jl Sisingamangaraja No 528","Bandung","36183"
"233","233","Jl Diponegoro No 861","Pontianak","78440"
"234","234","Jl Gatot Subroto No 945","Tasikmalaya","14448"
"235","235","Jl Diponegoro No 455","Medan","93507"
"236","236","Jl Diponegoro No 544","Manado","82195"
"237","237","Jl Juanda No 79","Surabaya","37220"
"238","238","Jl Sudirman No 683","Banjarmasin","66268"
"239","239","Jl Thamrin No 523","Bandung","25369"
"240","240","Jl Sisingamangaraja No 984","Denpasar","01555"
"241","241","Jl Sisingamangaraja No 446","Samarinda","41638"
"242","242","Jl Thamrin No 322","Palembang","78983"
"243","243","Jl Asia Afrika No 65","Kupang","58305"
"244","244","Jl Sisingamangaraja No 459","Kupang","46413"
"245","245","Jl Gatot Subroto No 470","Balikpapan","91169"
"246","246","Jl Merdeka No 65","Surabaya","27346"
"247","247","Jl Merdeka No 224","Jakarta","04250"
"248","248","Jl Merdeka No 736","Cirebon","33563"
"249","249","Jl Asia Afrika No 148","Balikpapan","21761"
"250","250","Jl Asia Afrika No 593","Ambon","13333"
"251","251","Jl Thamrin No 291","Pontianak","22609"
"252","252","Jl Diponegoro No 633","Yogyakarta","35722"
"253","253","Jl Sisingamangaraja No 137","Bandung","45260"
"254","254","Jl Diponegoro No 989","Ambon","06399"
"255","255","Jl Diponegoro No 608","Kupang","27088"
"256","256","Jl Asia Afrika No 732","Bandung","61719"
"257","257","Jl Juanda No 18","Medan","94830"
"258","258","Jl Pahlawan No 392","Manado","16869"
"259","259","Jl Thamrin No 852","Tasikmalaya","89526"
"260","260","Jl Diponegoro No 121","Cilacap","10226"
"261","261","Jl Gatot Subroto No 615","Surabaya","49362"
"262","262","Jl Pahlawan No 142","Semarang","55233"
"263","263","Jl Sudirman No 885","Bogor","04228"
"264","264","Jl Thamrin No 223","Ambon","19124"
"265","265","Jl Juanda No 33","Pekanbaru","50186"
"266","266","Jl Sisingamangaraja No 849","Pontianak","27081"
"267","267","Jl Juanda No 710","Cirebon","54492"
"268","268","Jl Sisingamangaraja No 379","Palembang","49264"
"269","269","Jl Diponegoro No 332","Manado","00813"
"270","270","Jl Thamrin No 927","Padang","60865"
"271","271","Jl Juanda No 597","Yogyakarta","99821"
"272","272","Jl Diponegoro No 158","Jayapura","65910"
"273","273","Jl Diponegoro No 728","Bogor","26129"
"274","274","Jl Gatot Subroto No 106","Bogor","43495"
"275","275","Jl Pahlawan No 684","Pontianak","27466"
"276","276","Jl Juanda No 560","Balikpapan","61913"
"277","277","Jl Gatot Subroto No 466","Tasikmalaya","04345"
"278","278","Jl Merdeka No 454","Tasikmalaya","13029"
"279","279","Jl Sisingamangaraja No 346","Semarang","37899"
"280","280","Jl Juanda No 941","Padang","92116"
"281","281","Jl Pahlawan No 442","Pontianak","18263"
"282","282","Jl Gatot Subroto No 578","Kupang","59505"
"283","283","Jl Juanda No 730","Jakarta","10745"
"284","284","Jl Pahlawan No 110","Manado","09162"
"285","285","Jl Thamrin No 230","Denpasar","83460"
"286","286","Jl Sudirman No 431","Banjarmasin","80641"
"287","287","Jl Asia Afrika No 505","Ambon","86035"
"288","288","Jl Pahlawan No 947","Palembang","48871"
"289","289","Jl Juanda No 983","Banjarmasin","22006"
"290","290","Jl Asia Afrika No 731","Padang","74683"
"291","291","Jl Diponegoro No 680","Palembang","37523"
"292","292","Jl Sudirman No 943","Padang","45403"
"293","293","Jl Diponegoro No 935","Samarinda","74938"
"294","294","Jl Sisingamangaraja No 195","Malang","48538"
"295","295","Jl Diponegoro No 517","Malang","34373"
"296","296","Jl Asia Afrika No 866","Palembang","45974"
"297","297","Jl Sisingamangaraja No 563","Manado","53800"
"298","298","Jl Gatot Subroto No 923","Balikpapan","86986"
"299","299","Jl Thamrin No 388","Malang","61899"
"300","300","Jl Asia Afrika No 974","Palembang","36686"
"301","301","Jl Merdeka No 559","Padang","76487"
"302","302","Jl Thamrin No 958","Surabaya","21131"
"303","303","Jl Merdeka No 435","Surabaya","34614"
"304","304","Jl Thamrin No 751","Samarinda","33801"
"305","305","Jl Juanda No 676","Kupang","68963"
"306","306","Jl Sisingamangaraja No 527","Makassar","15546"
"307","307","Jl Gatot Subroto No 384","Medan","76435"
"308","308","Jl Sudirman No 21","Jakarta","06004"
"309","309","Jl Gatot Subroto No 690","Bogor","49535"
"310","310","Jl Asia Afrika No 477","Balikpapan","13536"
"311","311","Jl Thamrin No 753","Manado","53163"
"312","312","Jl Sisingamangaraja No 727","Manado","89439"
"313","313","Jl Merdeka No 592","Cirebon","08621"
"314","314","Jl Asia Afrika No 668","Ambon","67951"
"315","315","Jl Diponegoro No 793","Bogor","11539"
"316","316","Jl Pahlawan No 702","Yogyakarta","62000"
"317","317","Jl Gatot Subroto No 832","Pontianak","44201"
"318","318","Jl Diponegoro No 1","Padang","64553"
"319","319","Jl Diponegoro No 714","Cilacap","80917"
"320","320","Jl Asia Afrika No 652","Pekanbaru","61592"
"321","321","Jl Sudirman No 245","Surabaya","20950"
"322","322","Jl Thamrin No 145","Jakarta","82899"
"323","323","Jl Sisingamangaraja No 189","Jayapura","47060"
"324","324","Jl Juanda No 51","Kupang","25499"
"325","325","Jl Sudirman No 146","Denpasar","27800"
"326","326","Jl Pahlawan No 77","Pekanbaru","94651"
"327","327","Jl Juanda No 288","Manado","11391"
"328","328","Jl Diponegoro No 874","Jayapura","86047"
"329","329","Jl Asia Afrika No 203","Medan","06229"
"330","330","Jl Sudirman No 759","Mataram","83287"
"331","331","Jl Merdeka No 973","Bogor","82178"
"332","332","Jl Merdeka No 230","Pekanbaru","45119"
"333","333","Jl Juanda No 427","Pontianak","73589"
"334","334","Jl Gatot Subroto No 906","Balikpapan","92566"
"335","335","Jl Juanda No 152","Balikpapan","58409"
"336","336","Jl Gatot Subroto No 925","Cirebon","83480"
"337","337","Jl Juanda No 416","Pontianak","21598"
"338","338","Jl Juanda No 632","Manado","44304"
"339","339","Jl Pahlawan No 870","Banjarmasin","94621"
"340","340","Jl Sudirman No 807","Cilacap","42871"
"341","341","Jl Sudirman No 39","Pontianak","81281"
"342","342","Jl Sudirman No 104","Malang","10490"
"343","343","Jl Pahlawan No 296","Malang","30560"
"344","344","Jl Sisingamangaraja No 910","Makassar","33214"
"345","345","Jl Sudirman No 403","Banjarmasin","85115"
"346","346","Jl Sudirman No 25","Palembang","00294"
"347","347","Jl Gatot Subroto No 941","Cirebon","26004"
"348","348","Jl Asia Afrika No 673","Cirebon","04672"
"349","349","Jl Merdeka No 873","Bogor","86905"
"350","350","Jl Diponegoro No 113","Pekanbaru","92661"
"351","351","Jl Gatot Subroto No 140","Makassar","38273"
"352","352","Jl Merdeka No 864","Medan","96650"
"353","353","Jl Pahlawan No 909","Semarang","02660"
"354","354","Jl Diponegoro No 471","Pontianak","52460"
"355","355","Jl Juanda No 615","Cirebon","31793"
"356","356","Jl Juanda No 625","Jayapura","05720"
"357","357","Jl Thamrin No 467","Samarinda","04865"
"358","358","Jl Merdeka No 94","Medan","92015"
"359","359","Jl Pahlawan No 445","Balikpapan","78301"
"360","360","Jl Merdeka No 13","Padang","10349"
"361","361","Jl Thamrin No 523","Padang","01540"
"362","362","Jl Gatot Subroto No 905","Ambon","98965"
"363","363","Jl Pahlawan No 83","Bogor","98461"
"364","364","Jl Gatot Subroto No 375","Samarinda","51058"
"365","365","Jl Thamrin No 114","Cilacap","29322"
"366","366","Jl Asia Afrika No 281","Malang","89281"
"367","367","Jl Gatot Subroto No 944","Palembang","78065"
"368","368","Jl Merdeka No 261","Samarinda","65938"
"369","369","Jl Sisingamangaraja No 508","Mataram","00003"
"370","370","Jl Pahlawan No 695","Surabaya","57530"
"371","371","Jl Juanda No 839","Makassar","78076"
"372","372","Jl Sudirman No 726","Makassar","31639"
"373","373","Jl Diponegoro No 928","Balikpapan","64049"
"374","374","Jl Juanda No 726","Tasikmalaya","84714"
"375","375","Jl Sudirman No 782","Jakarta","78025"
"376","376","Jl Thamrin No 834","Makassar","58770"
"377","377","Jl Asia Afrika No 678","Balikpapan","53107"
"378","378","Jl Gatot Subroto No 771","Ambon","62589"
"379","379","Jl Sudirman No 614","Malang","84326"
"380","380","Jl Merdeka No 601","Jakarta","11708"
"381","381","Jl Diponegoro No 232","Bogor","90938"
"382","382","Jl Merdeka No 95","Yogyakarta","99673"
"383","383","Jl Gatot Subroto No 40","Yogyakarta","52954"
"384","384","Jl Diponegoro No 528","Cirebon","67473"
"385","385","Jl Sudirman No 417","Surabaya","72532"
"386","386","Jl Pahlawan No 3","Padang","25561"
"387","387","Jl Diponegoro No 512","Samarinda","50925"
"388","388","Jl Diponegoro No 240","Cilacap","06005"
"389","389","Jl Asia Afrika No 75","Ambon","63238"
"390","390","Jl Sisingamangaraja No 516","Bogor","24364"
"391","391","Jl Diponegoro No 683","Tasikmalaya","61382"
"392","392","Jl Merdeka No 631","Balikpapan","75286"
"393","393","Jl Gatot Subroto No 792","Ambon","51953"
"394","394","Jl Juanda No 733","Balikpapan","33601"
"395","395","Jl Sisingamangaraja No 743","Palembang","94396"
"396","396","Jl Diponegoro No 142","Tasikmalaya","84120"
"397","397","Jl Asia Afrika No 990","Bogor","93583"
"398","398","Jl Asia Afrika No 978","Yogyakarta","26144"
"399","399","Jl Juanda No 953","Mataram","96456"
"400","400","Jl Sudirman No 465","Semarang","43759"
"401","401","Jl Juanda No 451","Banjarmasin","80229"
"402","402","Jl Thamrin No 496","Padang","55705"
"403","403","Jl Juanda No 114","Balikpapan","33443"
"404","404","Jl Merdeka No 224","Pekanbaru","67243"
"405","405","Jl Pahlawan No 229","Semarang","08678"
"406","406","Jl Sudirman No 663","Semarang","80936"
"407","407","Jl Asia Afrika No 970","Malang","30910"
"408","408","Jl Sisingamangaraja No 624","Makassar","21946"
"409","409","Jl Thamrin No 613","Samarinda","64244"
"410","410","Jl Merdeka No 93","Jayapura","66284"
"411","411","Jl Diponegoro No 326","Tasikmalaya","72937"
"412","412","Jl Sisingamangaraja No 821","Balikpapan","78129"
"413","413","Jl Juanda No 16","Pontianak","75629"
"414","414","Jl Sisingamangaraja No 637","Manado","73910"
"415","415","Jl Pahlawan No 523","Kupang","18708"
"416","416","Jl Diponegoro No 746","Samarinda","96738"
"417","417","Jl Sisingamangaraja No 858","Bogor","59946"
"418","418","Jl Pahlawan No 233","Pekanbaru","09587"
"419","419","Jl Thamrin No 218","Yogyakarta","99770"
"420","420","Jl Sudirman No 203","Bandung","63180"
"421","421","Jl Pahlawan No 82","Manado","43373"
"422","422","Jl Gatot Subroto No 938","Jakarta","18950"
"423","423","Jl Gatot Subroto No 439","Cilacap","71199"
"424","424","Jl Thamrin No 545","Manado","18928"
"425","425","Jl Merdeka No 716","Mataram","51147"
"426","426","Jl Juanda No 44","Cilacap","11028"
"427","427","Jl Diponegoro No 762","Pontianak","72284"
"428","428","Jl Merdeka No 419","Manado","65566"
"429","429","Jl Sudirman No 891","Manado","59597"
"430","430","Jl Juanda No 395","Yogyakarta","45482"
"431","431","Jl Thamrin No 259","Jayapura","51956"
"432","432","Jl Gatot Subroto No 573","Bogor","31153"
"433","433","Jl Sisingamangaraja No 554","Bogor","86871"
"434","434","Jl Sisingamangaraja No 125","Semarang","97935"
"435","435","Jl Asia Afrika No 597","Balikpapan","56047"
"436","436","Jl Pahlawan No 844","Denpasar","13854"
"437","437","Jl Pahlawan No 847","Balikpapan","69093"
"438","438","Jl Pahlawan No 541","Medan","93327"
"439","439","Jl Sisingamangaraja No 749","Balikpapan","74292"
"440","440","Jl Sisingamangaraja No 35","Palembang","87138"
"441","441","Jl Juanda No 136","Manado","72449"
"442","442","Jl Asia Afrika No 364","Kupang","03105"
"443","443","Jl Merdeka No 375","Medan","50501"
"444","444","Jl Thamrin No 823","Denpasar","46517"
"445","445","Jl Asia Afrika No 944","Balikpapan","42051"
"446","446","Jl Sisingamangaraja No 875","Padang","42677"
"447","447","Jl Juanda No 900","Denpasar","30792"
"448","448","Jl Sudirman No 882","Makassar","31856"
"449","449","Jl Gatot Subroto No 990","Bandung","36282"
"450","450","Jl Sudirman No 593","Pekanbaru","31560"
"451","451","Jl Pahlawan No 926","Malang","17268"
"452","452","Jl Sudirman No 368","Tasikmalaya","11575"
"453","453","Jl Sisingamangaraja No 164","Semarang","72801"
"454","454","Jl Merdeka No 136","Medan","73134"
"455","455","Jl Sisingamangaraja No 738","Denpasar","06249"
"456","456","Jl Asia Afrika No 737","Bandung","80488"
"457","457","Jl Sisingamangaraja No 264","Makassar","40045"
"458","458","Jl Gatot Subroto No 843","Pekanbaru","75035"
"459","459","Jl Gatot Subroto No 394","Surabaya","54731"
"460","460","Jl Sisingamangaraja No 787","Denpasar","02618"
"461","461","Jl Juanda No 713","Manado","05960"
"462","462","Jl Pahlawan No 589","Surabaya","64592"
"463","463","Jl Juanda No 517","Medan","89086"
"464","464","Jl Juanda No 274","Cirebon","54248"
"465","465","Jl Juanda No 135","Malang","67382"
"466","466","Jl Sisingamangaraja No 61","Palembang","85731"
"467","467","Jl Asia Afrika No 832","Manado","97147"
"468","468","Jl Gatot Subroto No 633","Mataram","12328"
"469","469","Jl Thamrin No 190","Pontianak","24391"
"470","470","Jl Merdeka No 113","Denpasar","87388"
"471","471","Jl Gatot Subroto No 854","Pontianak","48523"
"472","472","Jl Juanda No 848","Mataram","63326"
"473","473","Jl Diponegoro No 860","Pontianak","36764"
"474","474","Jl Merdeka No 232","Padang","21752"
"475","475","Jl Juanda No 978","Balikpapan","11255"
"476","476","Jl Juanda No 881","Pontianak","88667"
"477","477","Jl Juanda No 829","Padang","50920"
"478","478","Jl Sisingamangaraja No 677","Cirebon","65142"
"479","479","Jl Sudirman No 612","Jakarta","70565"
"480","480","Jl Sisingamangaraja No 854","Pekanbaru","96210"
"481","481","Jl Juanda No 112","Malang","58115"
"482","482","Jl Sudirman No 41","Jakarta","38172"
"483","483","Jl Juanda No 279","Jayapura","58467"
"484","484","Jl Diponegoro No 349","Pontianak","63767"
"485","485","Jl Gatot Subroto No 963","Padang","60929"
"486","486","Jl Juanda No 561","Jakarta","85694"
"487","487","Jl Diponegoro No 213","Jayapura","30005"
"488","488","Jl Sudirman No 866","Makassar","82214"
"489","489","Jl Juanda No 969","Pekanbaru","83028"
"490","490","Jl Diponegoro No 251","Surabaya","89337"
"491","491","Jl Juanda No 701","Makassar","38501"
"492","492","Jl Merdeka No 197","Bandung","94832"
"493","493","Jl Asia Afrika No 600","Tasikmalaya","29595"
"494","494","Jl Merdeka No 918","Semarang","86830"
"495","495","Jl Diponegoro No 360","Medan","32364"
"496","496","Jl Sudirman No 974","Surabaya","74841"
"497","497","Jl Asia Afrika No 484","Pekanbaru","74357"
"498","498","Jl Sisingamangaraja No 72","Padang","25943"
"499","499","Jl Asia Afrika No 488","Makassar","78550"
"500","500","Jl Sisingamangaraja No 205","Jayapura","35923"
"501","501","Jl Juanda No 331","Banjarmasin","61061"
"502","502","Jl Merdeka No 639","Banjarmasin","34438"
